title,review_value,reviewer_name,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation
"""Seating was adequate""",7,D Lane,19th June 2017,✅ Verified Review |  Tokyo to Los Angeles. Boarding and departure were on schedule. Seating was adequate. Wasn't as cramped as others have stated compared to US based airlines. Entertainment system had all the latest movies. Food was somewhat disappointing. My kids didn't eat anything from the offerings.  Seat assignment was unnerving because I had to call ANA and they wouldn't guarantee my assignments even though I travel with 3 young kids. But we did end up with our assigned seats.,Boeing 777,Family Leisure,Economy Class,Tokyo to Los Angeles,March 2017,3.0,5.0,3.0,5.0,5.0,5,yes
"""definitely recommend""",10,L Wiliams,6th June 2017,"✅ Verified Review | I flew from Vancouver to Tokyo Haneda in Economy Class on June 4, 2017 for my summer vacation. This is my first time visiting Japan and my first time flying with ANA. The seat while being somewhat narrow had ample legroom. There is plenty of open space under each seat which allows you to either place a bag or stretch out if you are tall. The in-flight entertainment was also very up to date, and seeing the movie ""Your Name"" on the in-flight entertainment list was a good surprise. Other good parts of the plane itself are the blue lighting, automated shades, and the washrooms which were clean and not cramped. The use of mirrors inside the washroom really help to alleviate the cramped feeling. Food was well presented for Economy and definitely a step up from what you would expect from a typical North American airline. The selection of free snacks and drinks are much appreciated. Finally, the service was polite, friendly, and responsive. The only thing I can fault ANA for is that the in-flight wifi service was very slow. I paid $21.95 USD and it was barely able to load Instagram or even low-quality YouTube videos. I really hope to see free wifi or at least faster performance for paid wifi in the future. But overall, you really can get by without it. I just wanted it for peace of mind during my flight. I'm flying with ANA back to Vancouver and will definitely recommend the airline to my friends.",Boeing 787-9,Family Leisure,Economy Class,Vancouver to Tokyo Haneda,June 2017,5.0,5.0,5.0,5.0,5.0,5,yes
"""such a comfortable flight""",9,ml lamyin,4th June 2017,"✅ Verified Review |  Osaka to Vancouver via Tokyo Haneda. It's been a long time since I have experienced such a comfortable flight, lots of leg room, excellent service, meals were very good as well as entertainment. The staff in the Japanese airports even though they do not speak too much English, they were polite and helpful. It's been a pleasure flying with ANA, strongly recommend it. ",,Couple Leisure,Economy Class,Osaka to Vancouver via Tokyo,May 2017,5.0,4.0,4.0,4.0,4.0,5,yes
"""Friendly and attentive crew""",9,Alain Kupferman,22nd May 2017,"✅ Verified Review |  This trip from Thailand to Japan and return was my first experience with ANA but a very pleasant one. Friendly and attentive crew, very good legroom, especially for economy (seat belts ok on international flights but very short for westerners bodies on domestic flights), good entertainment choice, decent breakfast and nice little snack served immediately after departure. Flight was perfectly on time, announcements were good, including the indication of the luggage belt number on arrival. I will certainly fly ANA again.",Boeing 787,Solo Leisure,Economy Class,Haneda to Bangkok,May 2017,4.0,4.0,4.0,4.0,4.0,4,yes
"""the staff were superb""",8,L Marston,19th May 2017,"✅ Verified Review |  Hong Kong to Mexico City via Narita. The easiest way to get to Mexico without transiting in the USA. All flights were on time. On the HKG to NRT sector, an old 767 looking tired, leg room is ok but not great, movies not up to International standard, transfer at Narita can be very long! NRT to MEX sector the 787's were clean, very new. Staff were fabulous. I had exit row both ways, Row 20. Great legroom, however the rows behind are very tight 31 inch space. Food again ok, better movies and better screen. I think the staff were superb throughout.",Boeing 767 / 787,Solo Leisure,Economy Class,Hong Kong to Mexico City via Narita,May 2017,3.0,5.0,4.0,4.0,4.0,4,yes
"""attentive flight attendants""",9,S Tamthana,17th May 2017,"✅ Verified Review |  Washington to Tokyo Narita. One of the best attentive flight attendants! This is the first time flying on ANA and guess what they did exceed my expectation. I flew on the 777-300ER from Washington to Narita with almost full flight. However, flight attendents were able to handle all the passengers with good and polite manner. I knew that ANA is one of the 5 star airline and I think they deserve it. Actually my flight was delay for about an hour but the ground staff did a very good job and we managed to left before the new schedule. We arrived at Narita just five minutes behind the schedule. Two thumb up for the pilot. I will definitely use and recommend this airline to anyone.",Boeing 777-300ER,Solo Leisure,Economy Class,Washington to Tokyo Narita,May 2017,4.0,5.0,4.0,5.0,4.0,5,yes
"""crew best I think in the world""",8,K Demani,14th May 2017,"✅ Verified Review |  I was traveling from Mexico City to Tokyo Narita. Fight deperture 20 mins delay. Ground staff not helpful in Mexico City airport. It's a 14:30 hours flight but didn't have wifi, but have many movie and games. Cabin crew are best I think in the world. Excellent behaviour, polite. Al time they come and ask need anything. Really great in flight service. I did not order any food before my flight departure and they served me chicken and rice. Business class seat fully lying bed 180 degree. Flight arrive 15 mins before of scheduled arrive time.",Boeing 787-8,Solo Leisure,Business Class,Mexico City to Tokyo Narita,April 2017,5.0,5.0,5.0,4.0,2.0,4,yes
"""Staff were helpful""",7,Rico Bunnarto,8th May 2017,✅ Verified Review |  Jakarta to Tokyo Haneda. First time using ANA All Nippon Airways. Seat is good for 5 star airline. Staff were helpful even they're not fluent in English. Food is OK but should be improved on western menu. But for Japanese Food lover it's best!  Overall it's as fair as I expected. ,Boeing 787-9,Business,Business Class,Jakarta to Tokyo,April 2017,4.0,5.0,4.0,4.0,4.0,4,yes
"""like cabin seats to be wider""",9,O Managawa,1st May 2017,"✅ Verified Review |  Okayama to Tokyo-Haneda. Check in was easy because the procedure of ANA only touched the membership card of FMP and checked the condition. After boarding this domestic flight, they offered a warm consommé soup and cold green tea, with a smile.  As I arrived earlier than planned, I was able to enjoy the sightseeing in Tokyo slowly. However, it was regrettable that there was only a Japanese announcement at the airport. There will be foreigners boarding in this airport, so I would like you to take care of the neighborhood firmly. Also, as a digression, I would like the cabin seats to be wider.
",Boeing 767-300,Business,Economy Class,Okayama to Tokyo-Haneda,March 2017,2.0,5.0,5.0,,5.0,3,yes
"""definitely a 5-star airline""",10,M Abiyoga,30th March 2017,"✅ Verified Review |  Tokyo Narita to Mexico City by ANA on 20-21 March 2017. Both JAL and ANA helped me to check through my baggage from Jakarta to Mexico City (and from Mexico City to Jakarta a week later) although they don't share baggage arrangement. It was an excellent service from both airlines because I had a long layover in Narita (for over 7 hours) and would like to go to Tokyo for several hours during the layover. I would point out the excellent service from crew of flight NH180 (Narita-Mexico) and NH179 (Mexico Juarez-Narita), especially during meal time. They gave me recommendation on which meal I should choose because I don't eat pork. They even realized that I was (probably) the only passenger who's neither Japanese nor Mexican. One of the crew of NH180 also bid me farewell on my mother tongue. The interior of the aircraft was great and excellent. The crews cleaned the lavatory on a regular basis so it was perfectly clean and comfortable. The inflight entertainment was also good though maybe they can add more western entertainment. I had no problem though because I do enjoy Japanese movie and music. The leg room of the economy class was narrow. All in all, ANA is definitely a 5-star airline and highly recommended for long haul flight. I hope I can fly with ANA again someday.",Boeing 787-8,Business,Economy Class,Tokyo to Mexico City,March 2017,4.0,5.0,4.0,5.0,5.0,5,yes
